,STATE,COUNTYNAME,FIPS,LON,LAT
1156,AL,Lee,1081,-85.3556,32.6012
1157,AL,Limestone,1083,-86.9813,34.8101
1158,AL,Lowndes,1085,-86.6501,32.1548
1159,AL,Macon,1087,-85.6926,32.386
1160,AL,Madison,1089,-86.5502,34.7631
1161,AL,Marengo,1091,-87.7895,32.2476
1162,AL,Marion,1093,-87.8871,34.1366
1163,AL,Marshall,1095,-86.3066,34.3669
1164,AL,Monroe,1099,-87.3658,31.5706
1165,AL,Montgomery,1101,-86.2076,32.2202
1166,AL,Morgan,1103,-86.8529,34.4535
1167,NE,Deuel,31049,-102.3339,41.1116
1168,NE,Dixon,31051,-96.8678,42.4932
1169,NE,Dodge,31053,-96.654,41.578
1170,NE,Douglas,31055,-96.1544,41.2953
1171,NE,Dundy,31057,-101.6879,40.1762
1172,NE,Fillmore,31059,-97.5964,40.5247
1173,NE,Franklin,31061,-98.9527,40.1764
1174,NE,Frontier,31063,-100.3942,40.5301
1175,NE,Furnas,31065,-99.9123,40.1765
1176,NE,Gage,31067,-96.6893,40.2619
1177,NE,Garden,31069,-102.3354,41.6194
1178,NE,Garfield,31071,-98.9914,41.9143
1179,NE,Gosper,31073,-99.8307,40.5148
1180,NE,Grant,31075,-101.7405,41.915
1181,NE,Greeley,31077,-98.5212,41.5675
1182,NE,Hall,31079,-98.5022,40.8725
1183,NE,Hamilton,31081,-98.0233,40.8735
1184,NE,Harlan,31083,-99.4046,40.1765
1185,NE,Hayes,31085,-101.0618,40.5248
1186,NE,Hitchcock,31087,-101.0422,40.1763
1187,NE,Holt,31089,-98.7838,42.4557
1188,NE,Hooker,31091,-101.1353,41.9159
1189,NE,Howard,31093,-98.5171,41.22
1190,NE,Jefferson,31095,-97.1426,40.1757
1191,NE,Johnson,31097,-96.2649,40.3926
1192,NE,Kearney,31099,-98.948,40.5067
1193,NE,Keith,31101,-101.6613,41.1988
1194,NE,Keya Paha,31103,-99.7124,42.8789
1195,NE,Kimball,31105,-103.715,41.1977
1196,NE,Knox,31107,-97.8919,42.6369
1197,MD,Harford,24025,-76.3194,39.5616
1198,MD,Calvert,24009,-76.5696,38.5529
1199,VA,City of Alexandria,51510,-77.0861,38.8185
1200,MD,Baltimore City,24510,-76.6163,39.3087
1201,MD,St. Marys,24037,-76.6076,38.3052
1202,MD,Calvert,24009,-76.4805,38.3838
1203,MD,Anne Arundel,24003,-76.5279,38.9332
1204,MD,St. Marys,24037,-76.6202,38.2729
1205,MD,Charles,24017,-76.9899,38.5077
1206,VA,King George,51099,-77.1572,38.2729
1207,VA,Fairfax,51059,-77.2788,38.8385
1208,VA,Prince William,51153,-77.4821,38.7037
1209,VA,Stafford,51179,-77.4603,38.4213
1210,MD,Charles,24017,-76.9809,38.393
1211,VA,King George,51099,-77.0516,38.3151
1212,VA,Stafford,51179,-77.3287,38.3825
1213,VA,Prince William,51153,-77.2826,38.5711
1214,MD,Baltimore City,24510,-76.5758,39.2531
1215,MD,Prince Georges,24033,-77.0099,38.7014
1216,VA,Fairfax,51059,-77.1788,38.6971
1217,VA,Nelson,51125,-78.8867,37.7874
1218,VA,New Kent,51127,-76.9972,37.5052
1219,VA,Nottoway,51135,-78.0513,37.1431
1220,VA,Powhatan,51145,-77.9151,37.5502
1221,VA,Prince Edward,51147,-78.4411,37.2243
1222,VA,King William,51101,-77.0884,37.7067
1223,VA,Sussex,51183,-77.2618,36.9218
1224,VA,Hanover,51085,-77.4909,37.7601
1225,TN,Pickett,47137,-85.0748,36.5585
1226,TN,Putnam,47141,-85.4951,36.1408
1227,TN,Rhea,47143,-84.9244,35.6087
1228,TN,Roane,47145,-84.5233,35.8478
1229,TN,Robertson,47147,-86.8705,36.5254
1230,TN,Rutherford,47149,-86.4167,35.8427
1231,TN,Scott,47151,-84.5035,36.4286
1232,TN,Sequatchie,47153,-85.4106,35.3712
1233,TN,Shelby,47157,-89.8956,35.1837
1234,TN,Smith,47159,-85.9567,36.2505
1235,TN,Stewart,47161,-87.8385,36.5012
1236,TN,Sullivan,47163,-82.3042,36.5129
1237,TN,Sumner,47165,-86.4603,36.4694
1238,TN,Trousdale,47169,-86.1567,36.3921
1239,TN,Unicoi,47171,-82.4322,36.1108
1240,TN,Union,47173,-83.8375,36.2879
1241,TN,Van Buren,47175,-85.4525,35.696
1242,TN,Warren,47177,-85.7785,35.6787
1243,TN,Washington,47179,-82.4974,36.2933
1244,TN,Wayne,47181,-87.788,35.2399
1245,TN,Weakley,47183,-88.7178,36.2983
1246,TN,Williamson,47187,-86.8986,35.8938
1247,SC,Barnwell,45011,-81.435,33.2661
1248,NC,Craven,37049,-77.0969,35.1262
1249,GA,Walton,13297,-83.7338,33.7816
1250,NC,Beaufort,37013,-76.8631,35.4947
1251,GA,Bryan,13029,-81.1919,31.7798
1252,SC,Jasper,45053,-81.0321,32.4371
1253,NC,Martin,37117,-77.1072,35.8416
1254,SC,Georgetown,45043,-79.2353,33.2834
1255,SC,Georgetown,45043,-79.3367,33.4408
1256,NC,New Hanover,37129,-77.8921,34.1047
1257,NC,Brunswick,37019,-78.0599,33.9633
1258,NC,New Hanover,37129,-77.8846,34.2422
1259,NC,Brunswick,37019,-78.2441,34.0747
1260,NC,Carteret,37031,-76.6707,34.8306
1261,NC,Onslow,37133,-77.4342,34.7374
1262,NC,Pender,37141,-77.907,34.5255
1263,NC,Pender,37141,-77.6199,34.386
1264,NC,Hyde,37095,-76.2485,35.5318
1265,NC,Washington,37187,-76.5767,35.8221
1266,NC,Tyrrell,37177,-76.2118,35.8161
1267,AL,Calhoun,1015,-85.8261,33.7714
1268,AL,Butler,1013,-86.6803,31.7524
1269,AL,Bullock,1011,-85.7161,32.1005
1270,AL,Blount,1009,-86.5674,33.9809
1271,AL,Bibb,1007,-87.1264,32.9986
1272,AL,Barbour,1005,-85.3932,31.8696
1273,AL,Jackson,1071,-85.9993,34.7794
1274,AL,Cherokee,1019,-85.6038,34.176
1275,AL,Chilton,1021,-86.7188,32.8479
1276,AL,Choctaw,1023,-88.2628,32.0192
1277,AL,Clay,1027,-85.8605,33.2691
1278,AL,Cleburne,1029,-85.5188,33.6745
1279,IL,Winnebago,17201,-89.1609,42.3363
1280,IL,Woodford,17203,-89.2111,40.7882
1281,IL,Grundy,17063,-88.4185,41.285
1282,IL,Adams,17001,-91.1886,39.9878
1283,IL,Alexander,17003,-89.3376,37.1915
1284,IL,Bond,17005,-89.4356,38.8868
1285,IL,Boone,17007,-88.8234,42.3231
1286,IL,Brown,17009,-90.7504,39.9618
1287,IL,Bureau,17011,-89.5287,41.4041
1288,IL,Calhoun,17013,-90.6675,39.1692
1289,IL,Carroll,17015,-89.9345,42.0688
1290,IL,Cass,17017,-90.2474,39.9736
1291,IL,Champaign,17019,-88.1991,40.1401
1292,IL,Christian,17021,-89.2773,39.5458
1293,IL,Clark,17023,-87.7878,39.3335
1294,IL,Clay,17025,-88.4902,38.7542
1295,IL,Clinton,17027,-89.4224,38.6065
1296,IL,Coles,17029,-88.2218,39.5202
1297,IL,Crawford,17033,-87.7595,39.0028
1298,IL,Cumberland,17035,-88.2403,39.2732
1299,IL,De Kalb,17037,-88.7704,41.8934
1300,IL,De Witt,17039,-88.9041,40.1746
1301,IL,Douglas,17041,-88.2174,39.7695
1302,IL,DuPage,17043,-88.0857,41.852
1303,IL,Edgar,17045,-87.7456,39.6786
1304,IL,Edwards,17047,-88.0532,38.4165
1305,IL,Effingham,17049,-88.5899,39.0597
1306,IL,Greene,17061,-90.3905,39.3562
1307,IL,Ford,17053,-88.2233,40.5972
1308,AL,Coffee,1031,-85.9882,31.4026
1309,AL,Colbert,1033,-87.8049,34.7004
1310,AL,Conecuh,1035,-86.9936,31.4293
1311,AL,Coosa,1037,-86.2476,32.9362
1312,AL,Covington,1039,-86.4512,31.2485
1313,AL,Perry,1105,-87.2942,32.6385
1314,AL,Pickens,1107,-88.0887,33.2809
1315,AL,Pike,1109,-85.9409,31.8024
1316,AL,Randolph,1111,-85.4591,33.2938
1317,AL,Russell,1113,-85.1849,32.2884
1318,AL,St. Clair,1115,-86.3147,33.7157
1319,AL,Shelby,1117,-86.6607,33.2643
1320,AL,Sumter,1119,-88.1988,32.591
1321,AL,Talladega,1121,-86.1659,33.38
1322,AL,Tallapoosa,1123,-85.7975,32.8624
1323,AL,Tuscaloosa,1125,-87.525,33.2896
1324,AL,Walker,1127,-87.2973,33.8034
1325,AL,Washington,1129,-88.2071,31.4077
1326,AL,Wilcox,1131,-87.3082,31.9892
1327,AL,Winston,1133,-87.3737,34.1492
1328,AL,Autauga,1001,-86.6428,32.5349
1329,IN,Warren,18171,-87.3533,40.3469
1330,IN,Wabash,18169,-85.794,40.8457
1331,IN,Vigo,18167,-87.39,39.4306
1332,IN,Vermillion,18165,-87.464,39.8538
1333,IN,Marshall,18099,-86.2618,41.325
1334,IN,Marion,18097,-86.1384,39.7816
1335,IN,Madison,18095,-85.7194,40.1617
1336,IN,Lawrence,18093,-86.4834,38.8412
1337,IN,Lagrange,18087,-85.4265,41.6427
1338,IN,Kosciusko,18085,-85.8607,41.2441
1339,IN,Knox,18083,-87.418,38.6891
1340,IN,Johnson,18081,-86.1017,39.4899
1341,IN,Jennings,18079,-85.6281,38.9969
1342,IN,Jefferson,18077,-85.4385,38.7858
1343,IN,Jay,18075,-85.0057,40.438
1344,IN,Jackson,18071,-86.0376,38.9064
1345,IN,Huntington,18069,-85.4881,40.8291
1346,IN,Howard,18067,-86.117,40.4836
1347,IN,Henry,18065,-85.3964,39.931
1348,IN,Hendricks,18063,-86.51,39.7695
1349,IN,Harrison,18061,-86.1113,38.1952
1350,IN,Hancock,18059,-85.7732,39.8235
1351,IN,Hamilton,18057,-86.052,40.0725
1352,IN,Greene,18055,-86.962,39.0364
1353,IN,Grant,18053,-85.6548,40.5158
1354,IN,Gibson,18051,-87.5846,38.3118
1355,IN,Fulton,18049,-86.2636,41.047
1356,IN,Franklin,18047,-85.0603,39.4148
1357,IN,Fountain,18045,-87.2419,40.1209
1358,IN,Floyd,18043,-85.9068,38.3194
1359,IN,Adams,18001,-84.9366,40.7456
1360,IN,Allen,18003,-85.0665,41.0908
1361,IN,Bartholomew,18005,-85.8977,39.2059
1362,IN,Benton,18007,-87.3109,40.6063
1363,IN,Blackford,18009,-85.3248,40.4735
1364,IN,Boone,18011,-86.4687,40.0508
1365,IN,Brown,18013,-86.2274,39.1962
1366,IN,Carroll,18015,-86.5635,40.5829
1367,IN,Cass,18017,-86.346,40.7615
1368,IN,Clark,18019,-85.7073,38.4773
1369,IN,Whitley,18183,-85.5052,41.1394
1370,IN,Clinton,18023,-86.4752,40.3017
1371,IN,Crawford,18025,-86.4517,38.2923
1372,IN,Daviess,18027,-87.0721,38.7024
1373,IN,Dearborn,18029,-84.9733,39.1453
1374,IN,Decatur,18031,-85.5013,39.3069
1375,IN,De Kalb,18033,-84.9991,41.3976
1376,IN,Delaware,18035,-85.3969,40.2275
1377,IN,Dubois,18037,-86.8798,38.3643
1378,IN,Elkhart,18039,-85.8587,41.5974
1379,IN,Fayette,18041,-85.1787,39.6401
1380,IN,Wayne,18177,-85.0099,39.8644
1381,IN,Wells,18179,-85.2212,40.7291
1382,IN,White,18181,-86.8654,40.7499
1383,IN,Clay,18021,-87.1158,39.3928
1384,IN,Warrick,18173,-87.2721,38.0922
1385,IN,Ripley,18137,-85.2624,39.1034
1386,KY,Jefferson,21111,-85.6595,38.1872
1387,KY,Jessamine,21113,-84.5809,37.872
1388,KY,Johnson,21115,-82.8314,37.8467
1389,KY,Kenton,21117,-84.5331,38.9334
1390,KY,Knott,21119,-82.954,37.354
1391,KY,Knox,21121,-83.8539,36.8907
1392,KY,Larue,21123,-85.698,37.5457
1393,KY,Jackson,21109,-84.0058,37.4198
1394,KY,Lawrence,21127,-82.7347,38.0679
1395,KY,Leslie,21131,-83.3811,37.0941
1396,KY,Letcher,21133,-82.8553,37.1212
1397,KY,Lewis,21135,-83.3781,38.5317
1398,KY,Lincoln,21137,-84.6607,37.4552
1399,KY,Livingston,21139,-88.3536,37.2097
1400,KY,Logan,21141,-86.8789,36.8597
1401,KY,Lyon,21143,-88.0832,37.0191
1402,KY,McCracken,21145,-88.7127,37.0539
1403,KY,McCreary,21147,-84.4841,36.7371
1404,KY,McLean,21149,-87.2636,37.5291
1405,MS,Madison,28089,-90.0338,32.6347
1406,MS,Lowndes,28087,-88.4433,33.4729
1407,MS,Lincoln,28085,-90.454,31.5324
1408,MS,Leflore,28083,-90.301,33.5505
1409,MS,Lee,28081,-88.6804,34.2899
1410,MS,Leake,28079,-89.5241,32.7535
1411,MS,Lawrence,28077,-90.107,31.5502
1412,MS,Lauderdale,28075,-88.6626,32.4043
1413,MS,Lamar,28073,-89.5087,31.2059
1414,MS,Lafayette,28071,-89.4849,34.3568
1415,MS,Kemper,28069,-88.6412,32.7546
1416,MS,Jones,28067,-89.1688,31.6226
1417,MS,Jefferson Davis,28065,-89.823,31.5696
1418,MS,Jefferson,28063,-91.0371,31.7342
1419,MS,Itawamba,28057,-88.3613,34.28
1420,MS,Issaquena,28055,-90.9892,32.7414
1421,MS,Humphreys,28053,-90.5265,33.1287
1422,MS,Holmes,28051,-90.0922,33.1235
1423,MS,Hinds,28049,-90.4427,32.2667
1424,MS,Grenada,28043,-89.802,33.77
1425,MS,Greene,28041,-88.6392,31.2142
1426,MS,George,28039,-88.644,30.8626
1427,MS,Franklin,28037,-90.8978,31.4772
1428,MS,DeSoto,28033,-89.9918,34.8754
1429,MS,Covington,28031,-89.5526,31.6332
1430,MS,Copiah,28029,-90.4488,31.8692
1431,TN,Wilson,47189,-86.2976,36.1549
1432,TN,White,47185,-85.4553,35.9264
1433,TN,Dickson,47043,-87.3567,36.1491
1434,TN,Loudon,47105,-84.3116,35.735
1435,TN,Anderson,47001,-84.1985,36.1184
1436,TN,Bedford,47003,-86.4589,35.5138
1437,TN,Benton,47005,-88.0683,36.0698
1438,TN,Bledsoe,47007,-85.2051,35.5964
1439,TN,Bradley,47011,-84.8596,35.1541
1440,TN,Campbell,47013,-84.1493,36.4036
1441,TN,Cannon,47015,-86.0617,35.8087
1442,TN,Carroll,47017,-88.4503,35.9731
1443,TN,Cheatham,47021,-87.0868,36.2612
1444,TN,Chester,47023,-88.6128,35.4211
1445,TN,Claiborne,47025,-83.6603,36.4859
1446,TN,Clay,47027,-85.5438,36.5511
1447,TN,Coffee,47031,-86.0748,35.4906
1448,TN,Crockett,47033,-89.1395,35.8135
1449,TN,Cumberland,47035,-84.9983,35.9504
1450,TN,Davidson,47037,-86.7848,36.1694
1451,TN,Decatur,47039,-88.1088,35.603
1452,TN,De Kalb,47041,-85.8328,35.9798
1453,TN,Dyer,47045,-89.4138,36.059
1454,TN,Fayette,47047,-89.4144,35.1971
1455,TN,Fentress,47049,-84.9324,36.3805
1456,TN,Franklin,47051,-86.0922,35.1549
1457,TN,Gibson,47053,-88.9326,35.9966
1458,TN,Giles,47055,-87.0348,35.2022
1459,TN,Grainger,47057,-83.5096,36.2762
1460,TN,Grundy,47061,-85.7226,35.3884
1461,TN,Hamblen,47063,-83.2666,36.2172
1462,TN,Hamilton,47065,-85.1648,35.1809
1463,TN,Hancock,47067,-83.2219,36.5236
1464,TN,Hardeman,47069,-88.9931,35.2069
1465,TN,Hardin,47071,-88.1845,35.1987
1466,TN,Hawkins,47073,-82.9447,36.4412
1467,TN,Haywood,47075,-89.2838,35.5832
1468,TN,Henderson,47077,-88.388,35.6543
1469,TN,Henry,47079,-88.3013,36.3317
1470,TN,Hickman,47081,-87.4733,35.8033
1471,TN,Houston,47083,-87.7171,36.286
1472,TN,Humphreys,47085,-87.7757,36.0408
1473,TN,Jackson,47087,-85.6732,36.3592
1474,TN,Jefferson,47089,-83.4463,36.051
1475,TN,Johnson,47091,-81.8518,36.4549
1476,TN,Knox,47093,-83.9371,35.9932
1477,TN,Lake,47095,-89.4935,36.3352
1478,TN,Lauderdale,47097,-89.6314,35.7609
1479,TN,Lawrence,47099,-87.3956,35.2173
1480,ND,Divide,38023,-103.4873,48.8149
1481,ND,Eddy,38027,-98.9016,47.7176
1482,ND,Emmons,38029,-100.2388,46.2851
1483,ND,Foster,38031,-98.8831,47.4571
1484,ND,Golden Valley,38033,-103.8467,46.9402
1485,ND,Grand Forks,38035,-97.457,47.9219
1486,ND,Grant,38037,-101.6397,46.3583
1487,ND,Griggs,38039,-98.2371,47.4572
1488,ND,Hettinger,38041,-102.4603,46.4326
1489,ND,Kidder,38043,-99.7801,46.9802
1490,ND,LaMoure,38045,-98.5355,46.4569
1491,ND,Logan,38047,-99.4775,46.4574
1492,ND,McHenry,38049,-100.6363,48.2346
1493,ND,McIntosh,38051,-99.4412,46.1119
1494,ND,McLean,38055,-101.3219,47.607
1495,ND,Mercer,38057,-101.8315,47.3092
1496,ND,Mountrail,38061,-102.3556,48.2013
1497,ND,Nelson,38063,-98.1921,47.9216
1498,ND,Oliver,38065,-101.3403,47.1153
1499,ND,Pembina,38067,-97.5517,48.7672
1500,ND,Pierce,38069,-99.9718,48.2496
1501,ND,Ramsey,38071,-98.7201,48.2689
1502,ND,Ransom,38073,-97.6575,46.4561
1503,ND,Renville,38075,-101.6581,48.7192
1504,ND,Rolette,38079,-99.8411,48.7724
1505,ND,Sargent,38081,-97.6306,46.1078
1506,ND,Sheridan,38083,-100.3456,47.5754
1507,ND,Slope,38087,-103.4599,46.4472
1508,ND,Stark,38089,-102.655,46.8107
1509,ND,Steele,38091,-97.7247,47.4562
1510,ND,Stutsman,38093,-98.9588,46.9792
1511,ND,Towner,38095,-99.2459,48.6856
1512,ND,Traill,38097,-97.1615,47.4542
1513,NJ,Cape May,34009,-74.8072,39.1519
1514,NJ,Monmouth,34025,-74.2257,40.259
1515,NJ,Atlantic,34001,-74.6766,39.4825
1516,NJ,Ocean,34029,-74.2988,39.9092
1517,NJ,Salem,34033,-75.3459,39.5873
1518,NJ,Cumberland,34011,-75.1099,39.3736
1519,MD,Talbot,24041,-76.0892,38.7767
1520,MD,Talbot,24041,-76.1393,38.7175
1521,MD,Kent,24029,-76.1294,39.1885
1522,MD,Cecil,24015,-75.974,39.5101
1523,VA,City of Williamsburg,51830,-76.7074,37.2691
1524,VA,City of Norfolk,51710,-76.2711,36.8313
1525,VA,City of Portsmouth,51740,-76.3548,36.8449
1526,VA,City of Norfolk,51710,-76.2552,36.8966
1527,MD,Queen Anne's,24035,-76.1834,38.989
1528,CO,Denver,8031,-104.8772,39.7611
1529,CA,Santa Barbara,6083,-120.0165,34.6731
1530,CA,San Bernardino,6071,-116.1784,34.8415
1531,LA,St. Mary,22101,-91.4494,29.7196
1532,TN,Lewis,47101,-87.4931,35.5273
1533,TN,Lincoln,47103,-86.5889,35.1405
1534,TN,McMinn,47107,-84.6175,35.4248
1535,TN,McNairy,47109,-88.5637,35.1746
1536,TN,Macon,47111,-86.0072,36.532
1537,TN,Madison,47113,-88.8385,35.6082
1538,TN,Marion,47115,-85.622,35.1294
1539,TN,Marshall,47117,-86.765,35.4689
1540,TN,Tipton,47167,-89.7594,35.4966
1541,TN,Moore,47127,-86.3588,35.2847
1542,TN,Montgomery,47125,-87.3828,36.4969
1543,TN,Meigs,47121,-84.8135,35.5127
1544,TN,Maury,47119,-87.077,35.617
1545,TN,Obion,47131,-89.1488,36.3582
1546,TN,Morgan,47129,-84.6491,36.135
1547,MS,Hancock,28045,-89.4887,30.4164
1548,MI,Leelanau,26089,-85.8123,44.9366
1549,IN,Lake,18089,-87.3817,41.4156
1550,IN,La Porte,18091,-86.74,41.546
1551,MI,Berrien,26021,-86.4123,41.9546
1552,MI,Van Buren,26159,-86.0189,42.2513
1553,MI,Allegan,26005,-85.8884,42.5913
1554,MI,Alpena,26007,-83.6277,45.0348
1555,MI,Sanilac,26151,-82.8201,43.4235
1556,MI,Macomb,26099,-82.9322,42.6956
1557,MI,St. Clair,26147,-82.6823,42.9425
1558,MI,Gogebic,26053,-89.6944,46.4089
1559,AL,Chambers,1017,-85.392,32.9144
1560,MI,Monroe,26115,-83.5373,41.9292
1561,AL,Clarke,1025,-87.8309,31.6709
1562,MS,Jackson,28059,-88.6362,30.5459
1563,AL,Henry,1067,-85.2414,31.5147
1564,TN,Monroe,47123,-84.2528,35.4428
1565,TN,Cocke,47029,-83.1211,35.9254
1566,TN,Sevier,47155,-83.5242,35.7847
1567,TN,Carter,47019,-82.1274,36.2927
1568,TN,Greene,47059,-82.8458,36.1754
1569,TN,Blount,47009,-83.9255,35.6873
1570,TN,Polk,47139,-84.5233,35.1199
1571,AL,Baldwin,1003,-87.7171,30.7278
1572,MI,Wayne,26163,-83.2865,42.284
1573,MS,Harrison,28047,-89.1185,30.515
1574,MI,Keweenaw,26083,-88.4287,47.6104
1575,MI,Mason,26105,-86.2497,43.9954
1576,MI,Oceana,26127,-86.2673,43.6407
1577,MI,Oceana,26127,-86.4212,43.7692
1578,MI,Muskegon,26121,-86.1481,43.2912
1579,MI,Muskegon,26121,-86.3219,43.2922
1580,MI,Ottawa,26139,-86.1799,42.9435
1581,MI,Ottawa,26139,-85.9939,42.9601
1582,MI,Baraga,26013,-88.3652,46.6626
1583,MI,Marquette,26103,-87.6415,46.4314
1584,MI,Cheboygan,26031,-84.4999,45.4468
1585,MI,Charlevoix,26029,-85.1283,45.302
1586,MI,Grand Traverse,26055,-85.559,44.6709
1587,MI,Delta,26041,-86.9244,45.9197
1588,MI,Luce,26095,-85.5443,46.4707
1589,MI,Mackinac,26097,-85.0921,46.0812
1590,MI,Schoolcraft,26153,-86.1995,46.1967
1591,MI,Presque Isle,26141,-83.9173,45.3402
1592,MI,Menominee,26109,-87.5573,45.5792
1593,MI,Alger,26003,-86.6018,46.4099
1594,MI,Ontonagon,26131,-89.315,46.6644
1595,MI,Houghton,26061,-88.6918,46.8934
1596,MI,Antrim,26009,-85.1377,45.0003
1597,MI,Arenac,26011,-83.8948,44.0656
1598,MI,Bay,26017,-83.9921,43.7072
1599,MI,Tuscola,26157,-83.4168,43.4641
1600,MI,Huron,26063,-83.0193,43.8333
1601,MI,Emmet,26047,-84.8905,45.5205
1602,MI,Benzie,26019,-86.0158,44.6395
1603,AL,Mobile,1097,-88.2018,30.7943
1604,MI,Mason,26105,-86.4421,43.9392
1605,MS,Pike,28113,-90.4042,31.1749
1606,AR,Ashley,5003,-91.7679,33.1912
1607,AR,Baxter,5005,-92.337,36.2872
1608,AR,Benton,5007,-94.2573,36.3392
1609,AR,Arkansas,5001,-91.3749,34.2908
1610,AR,Bradley,5011,-92.1623,33.4659
1611,AR,Calhoun,5013,-92.5031,33.558
1612,AR,Carroll,5015,-93.5382,36.341
1613,AR,Chicot,5017,-91.294,33.2672
1614,AR,Clark,5019,-93.1764,34.051
1615,AR,Clay,5021,-90.4173,36.3685
1616,AR,Cleburne,5023,-92.0267,35.5381
1617,AR,Cleveland,5025,-92.1852,33.8983
1618,AR,Columbia,5027,-93.2274,33.2143
1619,AR,Conway,5029,-92.7014,35.2622
1620,AR,Craighead,5031,-90.6328,35.8308
1621,AR,Crawford,5033,-94.243,35.5889
1622,AR,Crittenden,5035,-90.3089,35.2079
1623,AR,Cross,5037,-90.7713,35.2958
1624,AR,Dallas,5039,-92.6545,33.9698
1625,AR,Desha,5041,-91.254,33.8333
1626,AR,Drew,5043,-91.72,33.5895
1627,AR,Faulkner,5045,-92.332,35.147
1628,AR,Franklin,5047,-93.8906,35.5123
1629,AR,Fulton,5049,-91.8183,36.3817
1630,AR,Garland,5051,-93.1504,34.5767
1631,AR,Grant,5053,-92.4236,34.29
1632,IA,Wayne,19185,-93.3274,40.7395
1633,IA,Washington,19183,-91.7179,41.3356
1634,IA,Warren,19181,-93.5614,41.3343
1635,IA,Wapello,19179,-92.4095,41.0306
1636,IA,Van Buren,19177,-91.95,40.7532
1637,IA,Union,19175,-94.2424,41.0277
1638,IA,Taylor,19173,-94.6965,40.7374
1639,IA,Tama,19171,-92.5326,42.0798
1640,IA,Story,19169,-93.4651,42.0362
1641,IA,Sioux,19167,-96.1779,43.0826
1642,IA,Shelby,19165,-95.3103,41.6851
1643,IA,Iowa,19095,-92.0656,41.6863
1644,IA,Ida,19093,-95.5136,42.3869
1645,IA,Humboldt,19091,-94.2073,42.7764
1646,IA,Howard,19089,-92.3172,43.3568
1647,IA,Henry,19087,-91.5446,40.9879
1648,IA,Harrison,19085,-95.8167,41.6829
1649,IA,Hardin,19083,-93.2404,42.3838
1650,IA,Hancock,19081,-93.7343,43.0819
1651,IA,Hamilton,19079,-93.7068,42.3838
1652,IA,Guthrie,19077,-94.501,41.6838
1653,IA,Grundy,19075,-92.7911,42.402
1654,IA,Greene,19073,-94.3969,42.0362
1655,IA,Fremont,19071,-95.6047,40.7456
1656,IA,Franklin,19069,-93.2624,42.7325
1657,IA,Floyd,19067,-92.789,43.06
1658,IA,Fayette,19065,-91.8443,42.8625
1659,IA,Emmet,19063,-94.6784,43.3779
1660,IA,Dubuque,19061,-90.8824,42.4689
1661,IA,Dickinson,19059,-95.151,43.3779
1662,IA,Des Moines,19057,-91.1815,40.9232
1663,IA,Delaware,19055,-91.3673,42.4711
1664,IA,Adair,19001,-94.471,41.3307
1665,IA,Adams,19003,-94.6992,41.029
1666,IA,Allamakee,19005,-91.3781,43.2843
1667,IA,Appanoose,19007,-92.8687,40.7432
1668,IA,Audubon,19009,-94.9058,41.6846
1669,IA,Benton,19011,-92.0657,42.0801
1670,IA,Black Hawk,19013,-92.3085,42.4701
1671,IA,Boone,19015,-93.9318,42.0366
1672,IA,Bremer,19017,-92.3182,42.7747
1673,IA,Buchanan,19019,-91.8379,42.4707
1674,IA,Buena Vista,19021,-95.1513,42.7355
1675,IA,Butler,19023,-92.7902,42.7316
1676,IA,Calhoun,19025,-94.6405,42.3852
1677,IA,Carroll,19027,-94.8607,42.0362
1678,IA,Cass,19029,-94.9278,41.3315
1679,IA,Cedar,19031,-91.1324,41.7723
1680,IA,Cerro Gordo,19033,-93.2608,43.0815
1681,IA,Cherokee,19035,-95.6239,42.7357
1682,IA,Chickasaw,19037,-92.3176,43.0601
1683,IA,Clarke,19039,-93.7851,41.029
1684,IA,Clay,19041,-95.151,43.0826
1685,IA,Clayton,19043,-91.3414,42.8447
1686,IL,Menard,17129,-89.8022,40.0274
1687,IL,Mercer,17131,-90.7414,41.2053
1688,IL,Monroe,17133,-90.1774,38.2785
1689,IL,Montgomery,17135,-89.4789,39.231
1690,IL,Morgan,17137,-90.2015,39.7156
1691,IL,Moultrie,17139,-88.6194,39.6413
1692,IL,Ogle,17141,-89.3207,42.0427
1693,IL,Peoria,17143,-89.76,40.7881
1694,IL,Perry,17145,-89.3671,38.0838
1695,IL,Piatt,17147,-88.5911,40.0104
1696,IL,Pike,17149,-90.8862,39.6225
1697,IL,Pope,17151,-88.5615,37.4127
1698,IL,Pulaski,17153,-89.1267,37.2228
1699,IL,Putnam,17155,-89.2858,41.2045
1700,IL,Fayette,17051,-89.0242,39.0002
1701,IL,Randolph,17157,-89.8253,38.0521
1702,IL,Richland,17159,-88.085,38.7124
1703,IL,Rock Island,17161,-90.5674,41.4673
1704,IL,St. Clair,17163,-89.9284,38.4703
1705,IL,Saline,17165,-88.5408,37.7533
1706,IL,Sangamon,17167,-89.6589,39.7582
1707,IL,Schuyler,17169,-90.6151,40.158
1708,IL,Scott,17171,-90.4747,39.6442
1709,IL,Shelby,17173,-88.8055,39.3911
1710,IL,Stark,17175,-89.7975,41.0934
1711,IL,Stephenson,17177,-89.6625,42.3517
1712,IL,Tazewell,17179,-89.5134,40.5075
1713,IL,Union,17181,-89.2551,37.4712
1714,IL,Vermilion,17183,-87.7329,40.1836
1715,IL,Wabash,17185,-87.8443,38.4461
