County,Population,Median household income,State Code,State,FIPS
Floyd County,38649,30096.0,KY,Kentucky,21071.0
Franklin County,49778,47964.0,KY,Kentucky,21073.0
Fulton County,6422,28359.0,KY,Kentucky,21075.0
Gallatin County,8567,48370.0,KY,Kentucky,21077.0
Garrard County,16976,44243.0,KY,Kentucky,21079.0
Grant County,24670,44824.0,KY,Kentucky,21081.0
Graves County,37502,39530.0,KY,Kentucky,21083.0
Grayson County,26001,35030.0,KY,Kentucky,21085.0
Green County,11149,34982.0,KY,Kentucky,21087.0
Greenup County,36477,45370.0,KY,Kentucky,21089.0
Hancock County,8669,50476.0,KY,Kentucky,21091.0
Hardin County,107529,50765.0,KY,Kentucky,21093.0
Harlan County,28400,25814.0,KY,Kentucky,21095.0
Harrison County,18648,35681.0,KY,Kentucky,21097.0
Hart County,18441,34774.0,KY,Kentucky,21099.0
Henderson County,46396,41036.0,KY,Kentucky,21101.0
Henry County,15455,46495.0,KY,Kentucky,21103.0
Hickman County,4720,41218.0,KY,Kentucky,21105.0
Hopkins County,46518,42346.0,KY,Kentucky,21107.0
Jackson County,13357,29826.0,KY,Kentucky,21109.0
Jefferson County,755809,48695.0,KY,Kentucky,21111.0
Jessamine County,50328,50558.0,KY,Kentucky,21113.0
Johnson County,23350,35570.0,KY,Kentucky,21115.0
Kenton County,163007,54296.0,KY,Kentucky,21117.0
Knott County,16000,30411.0,KY,Kentucky,21119.0
Knox County,31809,26599.0,KY,Kentucky,21121.0
Larue County,14149,38578.0,KY,Kentucky,21123.0
Laurel County,59751,36020.0,KY,Kentucky,21125.0
Lawrence County,15821,35935.0,KY,Kentucky,21127.0
Lee County,7119,22698.0,KY,Kentucky,21129.0
Leslie County,10997,25872.0,KY,Kentucky,21131.0
Letcher County,23671,30333.0,KY,Kentucky,21133.0
Lewis County,13790,28630.0,KY,Kentucky,21135.0
Lincoln County,24498,37139.0,KY,Kentucky,21137.0
Livingston County,9394,42171.0,KY,Kentucky,21139.0
Logan County,26851,38570.0,KY,Kentucky,21141.0
Lyon County,8402,46931.0,KY,Kentucky,21143.0
McCracken County,65408,44067.0,KY,Kentucky,21145.0
McCreary County,18001,19328.0,KY,Kentucky,21147.0
McLean County,9500,40770.0,KY,Kentucky,21149.0
Madison County,85838,42390.0,KY,Kentucky,21151.0
Magoffin County,12979,28500.0,KY,Kentucky,21153.0
Marion County,19717,38826.0,KY,Kentucky,21155.0
Marshall County,31181,45212.0,KY,Kentucky,21157.0
Martin County,12631,25795.0,KY,Kentucky,21159.0
Mason County,17296,38824.0,KY,Kentucky,21161.0
Meade County,29098,49884.0,KY,Kentucky,21163.0
Menifee County,6343,31503.0,KY,Kentucky,21165.0
Mercer County,21342,42083.0,KY,Kentucky,21167.0
Metcalfe County,9985,32294.0,KY,Kentucky,21169.0
Monroe County,10765,31045.0,KY,Kentucky,21171.0
Montgomery County,27167,39275.0,KY,Kentucky,21173.0
Morgan County,13428,29707.0,KY,Kentucky,21175.0
Muhlenberg County,31309,38961.0,KY,Kentucky,21177.0
Nelson County,44564,49298.0,KY,Kentucky,21179.0
Nicholas County,7075,36097.0,KY,Kentucky,21181.0
Ohio County,24065,40189.0,KY,Kentucky,21183.0
Oldham County,63037,85452.0,KY,Kentucky,21185.0
Owen County,10711,41934.0,KY,Kentucky,21187.0
Owsley County,4616,20985.0,KY,Kentucky,21189.0
Pendleton County,14514,48353.0,KY,Kentucky,21191.0
Perry County,28041,32667.0,KY,Kentucky,21193.0
Pike County,63434,33183.0,KY,Kentucky,21195.0
Powell County,12447,29736.0,KY,Kentucky,21197.0
Pulaski County,63635,34790.0,KY,Kentucky,21199.0
Robertson County,2208,31741.0,KY,Kentucky,21201.0
Rockcastle County,16942,31555.0,KY,Kentucky,21203.0
Rowan County,23608,36860.0,KY,Kentucky,21205.0
Russell County,17669,30720.0,KY,Kentucky,21207.0
Scott County,50178,63027.0,KY,Kentucky,21209.0
Shelby County,44290,60324.0,KY,Kentucky,21211.0
Simpson County,17704,39679.0,KY,Kentucky,21213.0
Spencer County,17577,63000.0,KY,Kentucky,21215.0
Taylor County,24993,33340.0,KY,Kentucky,21217.0
Todd County,12524,40497.0,KY,Kentucky,21219.0
Trigg County,14250,44083.0,KY,Kentucky,21221.0
Trimble County,8783,47409.0,KY,Kentucky,21223.0
Union County,15138,40120.0,KY,Kentucky,21225.0
Warren County,118950,44911.0,KY,Kentucky,21227.0
Washington County,11910,40976.0,KY,Kentucky,21229.0
Wayne County,20655,28573.0,KY,Kentucky,21231.0
Webster County,13357,38917.0,KY,Kentucky,21233.0
Whitley County,35794,31014.0,KY,Kentucky,21235.0
Wolfe County,7261,20504.0,KY,Kentucky,21237.0
Woodford County,25317,58750.0,KY,Kentucky,21239.0
Acadia Parish,62163,37649.0,LA,Louisiana,22001.0
Allen Parish,25653,40948.0,LA,Louisiana,22003.0
Ascension Parish,114738,70551.0,LA,Louisiana,22005.0
Assumption Parish,23057,49167.0,LA,Louisiana,22007.0
Avoyelles Parish,41389,33739.0,LA,Louisiana,22009.0
Beauregard Parish,36259,45969.0,LA,Louisiana,22011.0
Bienville Parish,13977,32876.0,LA,Louisiana,22013.0
Bossier Parish,123403,52892.0,LA,Louisiana,22015.0
Caddo Parish,254742,41234.0,LA,Louisiana,22017.0
Calcasieu Parish,195887,45312.0,LA,Louisiana,22019.0
Caldwell Parish,9990,33294.0,LA,Louisiana,22021.0
Cameron Parish,6706,64231.0,LA,Louisiana,22023.0
Catahoula Parish,10247,34904.0,LA,Louisiana,22025.0
Claiborne Parish,16639,32072.0,LA,Louisiana,22027.0
Concordia Parish,20449,29654.0,LA,Louisiana,22029.0
De Soto Parish,26965,41468.0,LA,Louisiana,22031.0
East Baton Rouge Parish,444690,49285.0,LA,Louisiana,22033.0
East Carroll Parish,7501,21099.0,LA,Louisiana,22035.0
East Feliciana Parish,19855,45520.0,LA,Louisiana,22037.0
Evangeline Parish,33768,30009.0,LA,Louisiana,22039.0
Franklin Parish,20550,30275.0,LA,Louisiana,22041.0
Grant Parish,22362,39914.0,LA,Louisiana,22043.0
Iberia Parish,73938,45261.0,LA,Louisiana,22045.0
Iberville Parish,33229,45117.0,LA,Louisiana,22047.0
Jackson Parish,16109,38029.0,LA,Louisiana,22049.0
Jefferson Parish,435092,47947.0,LA,Louisiana,22051.0
Jefferson Davis Parish,31434,39063.0,LA,Louisiana,22053.0
Lafayette Parish,231811,51869.0,LA,Louisiana,22055.0
Lafourche Parish,97474,51030.0,LA,Louisiana,22057.0
LaSalle Parish,14899,37310.0,LA,Louisiana,22059.0
Lincoln Parish,47349,33467.0,LA,Louisiana,22061.0
Livingston Parish,133949,58251.0,LA,Louisiana,22063.0
Madison Parish,11873,23854.0,LA,Louisiana,22065.0
Morehouse Parish,27012,28003.0,LA,Louisiana,22067.0
Natchitoches Parish,39330,31345.0,LA,Louisiana,22069.0
Orleans Parish,376738,36792.0,LA,Louisiana,22071.0
Ouachita Parish,155769,37754.0,LA,Louisiana,22073.0
Plaquemines Parish,23599,50314.0,LA,Louisiana,22075.0
Pointe Coupee Parish,22498,43825.0,LA,Louisiana,22077.0
Rapides Parish,132225,40734.0,LA,Louisiana,22079.0
Red River Parish,8838,38000.0,LA,Louisiana,22081.0
Richland Parish,20777,36421.0,LA,Louisiana,22083.0
Sabine Parish,24248,38828.0,LA,Louisiana,22085.0
St. Bernard Parish,42858,42753.0,LA,Louisiana,22087.0
St. Charles Parish,52639,59990.0,LA,Louisiana,22089.0
St. Helena Parish,10818,35437.0,LA,Louisiana,22091.0
St. James Parish,21650,51107.0,LA,Louisiana,22093.0
St. John the Baptist Parish,44161,50921.0,LA,Louisiana,22095.0
St. Landry Parish,83613,32625.0,LA,Louisiana,22097.0
St. Martin Parish,53126,42794.0,LA,Louisiana,22099.0
St. Mary Parish,53441,40781.0,LA,Louisiana,22101.0
St. Tammany Parish,242960,62137.0,LA,Louisiana,22103.0
Tangipahoa Parish,125486,41302.0,LA,Louisiana,22105.0
Tensas Parish,4893,22940.0,LA,Louisiana,22107.0
Terrebonne Parish,112742,47826.0,LA,Louisiana,22109.0
Union Parish,22533,34992.0,LA,Louisiana,22111.0
Vermilion Parish,59110,45374.0,LA,Louisiana,22113.0
Vernon Parish,52476,46312.0,LA,Louisiana,22115.0
Washington Parish,46556,30705.0,LA,Louisiana,22117.0
Webster Parish,40617,33681.0,LA,Louisiana,22119.0
West Baton Rouge Parish,24669,53703.0,LA,Louisiana,22121.0
West Carroll Parish,11454,31926.0,LA,Louisiana,22123.0
West Feliciana Parish,15415,56685.0,LA,Louisiana,22125.0
Winn Parish,14855,31087.0,LA,Louisiana,22127.0
Androscoggin County,107393,47537.0,ME,Maine,23001.0
Aroostook County,70005,36923.0,ME,Maine,23003.0
Cumberland County,286119,60051.0,ME,Maine,23005.0
Franklin County,30402,42811.0,ME,Maine,23007.0
Hancock County,54658,47030.0,ME,Maine,23009.0
Kennebec County,121112,46917.0,ME,Maine,23011.0
Knox County,39723,50693.0,ME,Maine,23013.0
Lincoln County,34156,50462.0,ME,Maine,23015.0
Oxford County,57421,40630.0,ME,Maine,23017.0
Penobscot County,153437,44271.0,ME,Maine,23019.0
Piscataquis County,17156,37495.0,ME,Maine,23021.0
Sagadahoc County,35092,53298.0,ME,Maine,23023.0
Somerset County,51577,40066.0,ME,Maine,23025.0
Waldo County,38976,44082.0,ME,Maine,23027.0
Washington County,32191,38083.0,ME,Maine,23029.0
York County,199682,57919.0,ME,Maine,23031.0
Allegany County,73549,40551.0,MD,Maryland,24001.0
Anne Arundel County,555280,89860.0,MD,Maryland,24003.0
Baltimore County,822959,67095.0,MD,Maryland,24005.0
Calvert County,90114,95828.0,MD,Maryland,24009.0
Caroline County,32661,52465.0,MD,Maryland,24011.0
Carroll County,167444,85385.0,MD,Maryland,24013.0
Cecil County,101960,66396.0,MD,Maryland,24015.0
Charles County,152754,90607.0,MD,Maryland,24017.0
Dorchester County,32534,47093.0,MD,Maryland,24019.0
Frederick County,241373,83700.0,MD,Maryland,24021.0
Garrett County,29813,45432.0,MD,Maryland,24023.0
Harford County,248966,80465.0,MD,Maryland,24025.0
Howard County,304115,110238.0,MD,Maryland,24027.0
Kent County,19923,58147.0,MD,Maryland,24029.0
Montgomery County,1017859,99435.0,MD,Maryland,24031.0
Prince George's County,892816,74260.0,MD,Maryland,24033.0
Queen Anne's County,48600,85963.0,MD,Maryland,24035.0
St. Mary's County,109614,86987.0,MD,Maryland,24037.0
Somerset County,25980,35154.0,MD,Maryland,24039.0
Talbot County,37799,58228.0,MD,Maryland,24041.0
Washington County,149270,56228.0,MD,Maryland,24043.0
Wicomico County,101182,52278.0,MD,Maryland,24045.0
Worcester County,51519,56773.0,MD,Maryland,24047.0
Baltimore city,622454,42241.0,MD,Maryland,
Barnstable County,214766,63251.0,MA,Massachusetts,25001.0
Berkshire County,129288,49956.0,MA,Massachusetts,25003.0
Bristol County,552763,56842.0,MA,Massachusetts,25005.0
Dukes County,17048,64222.0,MA,Massachusetts,25007.0
Essex County,763849,69068.0,MA,Massachusetts,25009.0
Franklin County,71144,55221.0,MA,Massachusetts,25011.0
Hampden County,468041,50461.0,MA,Massachusetts,25013.0
Hampshire County,160759,61368.0,MA,Massachusetts,25015.0
Middlesex County,1556116,85118.0,MA,Massachusetts,25017.0
Nantucket County,10556,84057.0,MA,Massachusetts,25019.0
Norfolk County,687721,88262.0,MA,Massachusetts,25021.0
Plymouth County,503681,75459.0,MA,Massachusetts,25023.0
Suffolk County,758919,55044.0,MA,Massachusetts,25025.0
Worcester County,810935,65313.0,MA,Massachusetts,25027.0
Alcona County,10550,38033.0,MI,Michigan,26001.0
Alger County,9476,39300.0,MI,Michigan,26003.0
Allegan County,112837,54264.0,MI,Michigan,26005.0
Alpena County,29068,38829.0,MI,Michigan,26007.0
Antrim County,23267,46845.0,MI,Michigan,26009.0
Arenac County,15424,38307.0,MI,Michigan,26011.0
Baraga County,8690,39803.0,MI,Michigan,26013.0
Barry County,59147,55064.0,MI,Michigan,26015.0
Bay County,106698,45583.0,MI,Michigan,26017.0
Benzie County,17437,47388.0,MI,Michigan,26019.0
Berrien County,155565,44993.0,MI,Michigan,26021.0
Branch County,43706,44373.0,MI,Michigan,26023.0
Calhoun County,134790,42520.0,MI,Michigan,26025.0
Cass County,51952,46570.0,MI,Michigan,26027.0
Charlevoix County,26134,46554.0,MI,Michigan,26029.0
Cheboygan County,25690,40219.0,MI,Michigan,26031.0
Chippewa County,38586,41993.0,MI,Michigan,26033.0
Clare County,30710,33015.0,MI,Michigan,26035.0
Clinton County,76905,60909.0,MI,Michigan,26037.0
Crawford County,13895,41743.0,MI,Michigan,26039.0
Delta County,36712,42031.0,MI,Michigan,26041.0
Dickinson County,26012,43779.0,MI,Michigan,26043.0
Eaton County,108341,54993.0,MI,Michigan,26045.0
Emmet County,33018,51018.0,MI,Michigan,26047.0
Genesee County,415874,42327.0,MI,Michigan,26049.0
Gladwin County,25501,38021.0,MI,Michigan,26051.0
Gogebic County,15824,35686.0,MI,Michigan,26053.0
Grand Traverse County,89907,52950.0,MI,Michigan,26055.0
Gratiot County,41878,41912.0,MI,Michigan,26057.0
Hillsdale County,46178,41961.0,MI,Michigan,26059.0
Houghton County,36660,37776.0,MI,Michigan,26061.0
Huron County,32290,42161.0,MI,Michigan,26063.0
Ingham County,283491,45679.0,MI,Michigan,26065.0
Ionia County,64064,49124.0,MI,Michigan,26067.0
Iosco County,25401,37317.0,MI,Michigan,26069.0
Iron County,11507,33663.0,MI,Michigan,26071.0
Isabella County,70669,39377.0,MI,Michigan,26073.0
Jackson County,159759,46326.0,MI,Michigan,26075.0
Kalamazoo County,256752,47476.0,MI,Michigan,26077.0
Kalkaska County,17230,40534.0,MI,Michigan,26079.0
Kent County,622590,53063.0,MI,Michigan,26081.0
Keweenaw County,2198,37813.0,MI,Michigan,26083.0
Lake County,11426,30439.0,MI,Michigan,26085.0
Lapeer County,88235,52996.0,MI,Michigan,26087.0
Leelanau County,21772,56189.0,MI,Michigan,26089.0
Lenawee County,98902,48043.0,MI,Michigan,26091.0
Livingston County,184591,75204.0,MI,Michigan,26093.0
Luce County,6477,37088.0,MI,Michigan,26095.0
Mackinac County,11044,38434.0,MI,Michigan,26097.0
Macomb County,854689,54582.0,MI,Michigan,26099.0
Manistee County,24536,41395.0,MI,Michigan,26101.0
Marquette County,67582,45409.0,MI,Michigan,26103.0
Mason County,28711,42024.0,MI,Michigan,26105.0
Mecosta County,43301,41889.0,MI,Michigan,26107.0
Menominee County,23717,40373.0,MI,Michigan,26109.0
Midland County,83624,54059.0,MI,Michigan,26111.0
Missaukee County,14988,41098.0,MI,Michigan,26113.0
Monroe County,150436,55653.0,MI,Michigan,26115.0
Montcalm County,63004,41584.0,MI,Michigan,26117.0
Montmorency County,9401,36250.0,MI,Michigan,26119.0
Muskegon County,171483,42829.0,MI,Michigan,26121.0
Newaygo County,48029,43693.0,MI,Michigan,26123.0
Oakland County,1229503,67465.0,MI,Michigan,26125.0
Oceana County,26229,41617.0,MI,Michigan,26127.0
Ogemaw County,21222,36063.0,MI,Michigan,26129.0
Ontonagon County,6298,34459.0,MI,Michigan,26131.0
Osceola County,23234,38999.0,MI,Michigan,26133.0
Oscoda County,8444,33021.0,MI,Michigan,26135.0
Otsego County,24141,48917.0,MI,Michigan,26137.0
Ottawa County,273136,58989.0,MI,Michigan,26139.0
Presque Isle County,13037,41213.0,MI,Michigan,26141.0
Roscommon County,24068,35133.0,MI,Michigan,26143.0
Saginaw County,196479,43042.0,MI,Michigan,26145.0
St. Clair County,160429,49730.0,MI,Michigan,26147.0
St. Joseph County,61022,44449.0,MI,Michigan,26149.0
Sanilac County,42014,41100.0,MI,Michigan,26151.0
Schoolcraft County,8288,34118.0,MI,Michigan,26153.0
Shiawassee County,69113,48233.0,MI,Michigan,26155.0
Tuscola County,54420,43768.0,MI,Michigan,26157.0
Van Buren County,75351,46008.0,MI,Michigan,26159.0
Washtenaw County,354092,61003.0,MI,Michigan,26161.0
Wayne County,1778969,41210.0,MI,Michigan,26163.0
Wexford County,32751,41534.0,MI,Michigan,26165.0
Aitkin County,15839,42252.0,MN,Minnesota,27001.0
Anoka County,338764,70873.0,MN,Minnesota,27003.0
Becker County,33138,52038.0,MN,Minnesota,27005.0
Beltrami County,45434,44757.0,MN,Minnesota,27007.0
Benton County,39221,52178.0,MN,Minnesota,27009.0
Big Stone County,5134,47794.0,MN,Minnesota,27011.0
Blue Earth County,65125,50061.0,MN,Minnesota,27013.0
Brown County,25391,52598.0,MN,Minnesota,27015.0
Carlton County,35443,53227.0,MN,Minnesota,27017.0
Carver County,95715,86323.0,MN,Minnesota,27019.0
Cass County,28519,46531.0,MN,Minnesota,27021.0
Chippewa County,12154,50858.0,MN,Minnesota,27023.0
Chisago County,53834,71001.0,MN,Minnesota,27025.0
Clay County,60879,57965.0,MN,Minnesota,27027.0
Clearwater County,8752,43421.0,MN,Minnesota,27029.0
Cook County,5194,52299.0,MN,Minnesota,27031.0
Cottonwood County,11632,46750.0,MN,Minnesota,27033.0
Crow Wing County,63048,49435.0,MN,Minnesota,27035.0
Dakota County,408456,75567.0,MN,Minnesota,27037.0
Dodge County,20290,68116.0,MN,Minnesota,27039.0
Douglas County,36620,54531.0,MN,Minnesota,27041.0
Faribault County,14230,47540.0,MN,Minnesota,27043.0
Fillmore County,20843,51665.0,MN,Minnesota,27045.0
Freeborn County,30897,47105.0,MN,Minnesota,27047.0
Goodhue County,46377,57062.0,MN,Minnesota,27049.0
Grant County,5961,50174.0,MN,Minnesota,27051.0
Hennepin County,1197776,65834.0,MN,Minnesota,27053.0
Houston County,18812,53809.0,MN,Minnesota,27055.0
Hubbard County,20574,47486.0,MN,Minnesota,27057.0
Isanti County,38296,59865.0,MN,Minnesota,27059.0
Itasca County,45354,47761.0,MN,Minnesota,27061.0
Jackson County,10211,50574.0,MN,Minnesota,27063.0
Kanabec County,16003,47384.0,MN,Minnesota,27065.0
Kandiyohi County,42444,52632.0,MN,Minnesota,27067.0
Kittson County,4480,52326.0,MN,Minnesota,27069.0
Koochiching County,13054,42919.0,MN,Minnesota,27071.0
Lac qui Parle County,7023,49903.0,MN,Minnesota,27073.0
Lake County,10750,48417.0,MN,Minnesota,27075.0
Lake of the Woods County,3949,42263.0,MN,Minnesota,27077.0
Le Sueur County,27707,60632.0,MN,Minnesota,27079.0
Lincoln County,5808,49575.0,MN,Minnesota,27081.0
Lyon County,25699,51600.0,MN,Minnesota,27083.0
McLeod County,36046,56128.0,MN,Minnesota,27085.0
Mahnomen County,5496,41118.0,MN,Minnesota,27087.0
Marshall County,9453,54092.0,MN,Minnesota,27089.0
Martin County,20350,51391.0,MN,Minnesota,27091.0
Meeker County,23129,55042.0,MN,Minnesota,27093.0
Mille Lacs County,25809,49094.0,MN,Minnesota,27095.0
Morrison County,32962,50049.0,MN,Minnesota,27097.0
Mower County,39227,49427.0,MN,Minnesota,27099.0
Murray County,8529,51983.0,MN,Minnesota,27101.0
Nicollet County,33086,58640.0,MN,Minnesota,27103.0
Nobles County,21687,50625.0,MN,Minnesota,27105.0
Norman County,6692,50377.0,MN,Minnesota,27107.0
Olmsted County,148736,68023.0,MN,Minnesota,27109.0
Otter Tail County,57511,52365.0,MN,Minnesota,27111.0
Pennington County,14110,47127.0,MN,Minnesota,27113.0
Pine County,29218,44549.0,MN,Minnesota,27115.0
Pipestone County,9354,46990.0,MN,Minnesota,27117.0
Polk County,31547,53326.0,MN,Minnesota,27119.0
Pope County,10948,52785.0,MN,Minnesota,27121.0
Ramsey County,527411,56104.0,MN,Minnesota,27123.0
Red Lake County,4061,50332.0,MN,Minnesota,27125.0
Redwood County,15723,47211.0,MN,Minnesota,27127.0
Renville County,15171,52149.0,MN,Minnesota,27129.0
Rice County,64886,59598.0,MN,Minnesota,27131.0
Rock County,9563,51496.0,MN,Minnesota,27133.0
Roseau County,15615,53199.0,MN,Minnesota,27135.0
St. Louis County,200506,48331.0,MN,Minnesota,27137.0
Scott County,137322,87794.0,MN,Minnesota,27139.0
Sherburne County,90401,74170.0,MN,Minnesota,27141.0
Sibley County,15021,56990.0,MN,Minnesota,27143.0
Stearns County,152595,56336.0,MN,Minnesota,27145.0
Steele County,36523,57858.0,MN,Minnesota,27147.0
Stevens County,9771,52302.0,MN,Minnesota,27149.0
Swift County,9525,49035.0,MN,Minnesota,27151.0
Todd County,24466,46414.0,MN,Minnesota,27153.0
Traverse County,3429,49186.0,MN,Minnesota,27155.0
Wabasha County,21381,56510.0,MN,Minnesota,27157.0
Wadena County,13759,41906.0,MN,Minnesota,27159.0
Waseca County,19076,53564.0,MN,Minnesota,27161.0
Washington County,246670,83706.0,MN,Minnesota,27163.0
Watonwan County,11054,50604.0,MN,Minnesota,27165.0
Wilkin County,6526,51476.0,MN,Minnesota,27167.0
Winona County,51213,50547.0,MN,Minnesota,27169.0
Wright County,128691,73557.0,MN,Minnesota,27171.0
Yellow Medicine County,10092,53041.0,MN,Minnesota,27173.0
Adams County,31979,28869.0,MS,Mississippi,28001.0
Alcorn County,37319,36163.0,MS,Mississippi,28003.0
Amite County,12840,30704.0,MS,Mississippi,28005.0
Attala County,19175,32886.0,MS,Mississippi,28007.0
Benton County,8470,33141.0,MS,Mississippi,28009.0
Bolivar County,33803,27585.0,MS,Mississippi,28011.0
Calhoun County,14789,31098.0,MS,Mississippi,28013.0
Carroll County,10338,37289.0,MS,Mississippi,28015.0
Chickasaw County,17391,30926.0,MS,Mississippi,28017.0
Choctaw County,8354,30692.0,MS,Mississippi,28019.0
Claiborne County,9330,23259.0,MS,Mississippi,28021.0
Clarke County,16362,35993.0,MS,Mississippi,28023.0
Clay County,20279,31669.0,MS,Mississippi,28025.0
Coahoma County,25254,28851.0,MS,Mississippi,28027.0
Copiah County,28921,35130.0,MS,Mississippi,28029.0
Covington County,19471,31631.0,MS,Mississippi,28031.0
DeSoto County,168586,58278.0,MS,Mississippi,28033.0
Forrest County,76267,36416.0,MS,Mississippi,28035.0
Franklin County,7857,38170.0,MS,Mississippi,28037.0
George County,23104,44258.0,MS,Mississippi,28039.0
Greene County,14129,40176.0,MS,Mississippi,28041.0
Grenada County,21591,31779.0,MS,Mississippi,28043.0
Hancock County,45627,43355.0,MS,Mississippi,28045.0
Harrison County,196268,41722.0,MS,Mississippi,28047.0
Hinds County,245874,37324.0,MS,Mississippi,28049.0
Holmes County,18772,20732.0,MS,Mississippi,28051.0
Humphreys County,8984,23216.0,MS,Mississippi,28053.0
Issaquena County,1291,23491.0,MS,Mississippi,28055.0
Itawamba County,23451,35004.0,MS,Mississippi,28057.0
Jackson County,140676,48406.0,MS,Mississippi,28059.0
Jasper County,16588,31578.0,MS,Mississippi,28061.0
Jefferson County,7586,20743.0,MS,Mississippi,28063.0
Jefferson Davis County,11941,26279.0,MS,Mississippi,28065.0
Jones County,68276,37143.0,MS,Mississippi,28067.0
Kemper County,10211,30056.0,MS,Mississippi,28069.0
Lafayette County,51169,44643.0,MS,Mississippi,28071.0
Lamar County,58885,52035.0,MS,Mississippi,28073.0
Lauderdale County,79832,38132.0,MS,Mississippi,28075.0
Lawrence County,12586,35634.0,MS,Mississippi,28077.0
Leake County,23153,33452.0,MS,Mississippi,28079.0
Lee County,85036,42784.0,MS,Mississippi,28081.0
Leflore County,31516,24233.0,MS,Mississippi,28083.0
Lincoln County,34765,36473.0,MS,Mississippi,28085.0
Lowndes County,59699,40239.0,MS,Mississippi,28087.0
Madison County,100202,64376.0,MS,Mississippi,28089.0
Marion County,26109,30668.0,MS,Mississippi,28091.0
Marshall County,36385,37419.0,MS,Mississippi,28093.0
Monroe County,36175,36783.0,MS,Mississippi,28095.0
Montgomery County,10464,30146.0,MS,Mississippi,28097.0
Neshoba County,29553,35645.0,MS,Mississippi,28099.0
Newton County,21663,37045.0,MS,Mississippi,28101.0
Noxubee County,11143,26677.0,MS,Mississippi,28103.0
Oktibbeha County,49048,32485.0,MS,Mississippi,28105.0
Panola County,34373,36555.0,MS,Mississippi,28107.0
Pearl River County,55196,40976.0,MS,Mississippi,28109.0
Perry County,12187,34045.0,MS,Mississippi,28111.0
Pike County,40075,31677.0,MS,Mississippi,28113.0
Pontotoc County,30517,40645.0,MS,Mississippi,28115.0
Prentiss County,25380,32945.0,MS,Mississippi,28117.0
Quitman County,7761,24583.0,MS,Mississippi,28119.0
Rankin County,146761,58801.0,MS,Mississippi,28121.0
Scott County,28293,32935.0,MS,Mississippi,28123.0
Sharkey County,4805,30525.0,MS,Mississippi,28125.0
Simpson County,27401,35375.0,MS,Mississippi,28127.0
Smith County,16257,32951.0,MS,Mississippi,28129.0
Stone County,17978,45025.0,MS,Mississippi,28131.0
Sunflower County,27911,27384.0,MS,Mississippi,28133.0
Tallahatchie County,14959,29731.0,MS,Mississippi,28135.0
Tate County,28415,42880.0,MS,Mississippi,28137.0
Tippah County,22054,35609.0,MS,Mississippi,28139.0
Tishomingo County,19539,35143.0,MS,Mississippi,28141.0
Tunica County,10477,31211.0,MS,Mississippi,28143.0
Union County,27811,35865.0,MS,Mississippi,28145.0
Walthall County,14978,31384.0,MS,Mississippi,28147.0
Warren County,48020,41121.0,MS,Mississippi,28149.0
Washington County,49499,29144.0,MS,Mississippi,28151.0
Wayne County,20564,32557.0,MS,Mississippi,28153.0
Webster County,9999,34448.0,MS,Mississippi,28155.0
Wilkinson County,9345,29931.0,MS,Mississippi,28157.0
Winston County,18697,33202.0,MS,Mississippi,28159.0
Yalobusha County,12381,36502.0,MS,Mississippi,28161.0
Yazoo County,27911,28961.0,MS,Mississippi,28163.0
Adair County,25560,37516.0,MO,Missouri,29001.0
Andrew County,17328,55613.0,MO,Missouri,29003.0
Atchison County,5440,43933.0,MO,Missouri,29005.0
Audrain County,25783,41310.0,MO,Missouri,29007.0
Barry County,35726,39033.0,MO,Missouri,29009.0
Barton County,12166,37467.0,MO,Missouri,29011.0
Bates County,16643,41060.0,MO,Missouri,29013.0
Benton County,18854,33042.0,MO,Missouri,29015.0
Bollinger County,12356,39707.0,MO,Missouri,29017.0
Boone County,170770,49899.0,MO,Missouri,29019.0
Buchanan County,89561,46315.0,MO,Missouri,29021.0
Butler County,42951,35738.0,MO,Missouri,29023.0
Caldwell County,9083,43691.0,MO,Missouri,29025.0
Callaway County,44566,47744.0,MO,Missouri,29027.0
Camden County,43927,44816.0,MO,Missouri,29029.0
Cape Girardeau County,77606,46050.0,MO,Missouri,29031.0
Carroll County,9096,42415.0,MO,Missouri,29033.0
Carter County,6284,33034.0,MO,Missouri,29035.0
Cass County,100781,61584.0,MO,Missouri,29037.0
Cedar County,13892,31532.0,MO,Missouri,29039.0
Chariton County,7650,40642.0,MO,Missouri,29041.0
Christian County,80904,53270.0,MO,Missouri,29043.0
Clark County,6919,43883.0,MO,Missouri,29045.0
Clay County,230361,62099.0,MO,Missouri,29047.0
Clinton County,20498,54773.0,MO,Missouri,29049.0
Cole County,76533,53088.0,MO,Missouri,29051.0
Cooper County,17593,44549.0,MO,Missouri,29053.0
Crawford County,24660,36743.0,MO,Missouri,29055.0
Dade County,7618,37035.0,MO,Missouri,29057.0
Dallas County,16564,38062.0,MO,Missouri,29059.0
Daviess County,8277,41642.0,MO,Missouri,29061.0
De Kalb County,12782,41406.0,MO,Missouri,29063.0
Dent County,15612,36831.0,MO,Missouri,29065.0
Douglas County,13516,30508.0,MO,Missouri,29067.0
Dunklin County,31562,31077.0,MO,Missouri,29069.0
Franklin County,101828,48480.0,MO,Missouri,29071.0
Gasconade County,14948,42826.0,MO,Missouri,29073.0
Gentry County,6785,41912.0,MO,Missouri,29075.0
Greene County,283206,41227.0,MO,Missouri,29077.0
Grundy County,10256,37656.0,MO,Missouri,29079.0
